MONTH,DAY_OF_MONTH,ORIGIN,DEST,ARR_DELAY,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
04,01,ANC,SEA,0.1794871794871795,5.8,0,22.6,0,0
04,01,DEN,SEA,-2.9555555555555557,7,0,9.375,0,6.125
04,01,DFW,SEA,0.5517241379310345,20,4.833333333333333,3,0,11.833333333333334
04,01,LAS,SEA,-0.48,11.666666666666666,0,1.8333333333333333,0,25.166666666666668
04,01,LAX,SEA,5.472222222222222,28.071428571428573,0,11.142857142857142,0,8.5
04,01,ORD,SEA,-2.5588235294117645,3.857142857142857,0,11.857142857142858,0,19
04,01,PDX,SEA,15.263157894736842,0,0,8.75,0,73.25
04,01,PHX,SEA,1.3962264150943395,21.833333333333332,0,3,0,22.666666666666668
04,01,SFO,SEA,1.421875,14.909090909090908,1.3636363636363635,1.2727272727272727,0,22.09090909090909
04,01,SJC,SEA,0.3939393939393939,4.333333333333333,0,8.666666666666666,0,13.666666666666666
04,02,ANC,SEA,-1.4634146341463414,30.5,0,4.75,0,14
04,02,DEN,SEA,4.444444444444445,14.857142857142858,0,16,0,50
04,02,DFW,SEA,12.89655172413793,11.909090909090908,4.454545454545454,9,0,16.181818181818183
04,02,LAS,SEA,1.489795918367347,5.714285714285714,0,14.428571428571429,0,30.714285714285715
04,02,LAX,SEA,0.38235294117647056,4.7272727272727275,1.6363636363636365,11.090909090909092,0,7.363636363636363
04,02,ORD,SEA,9.545454545454545,16.22222222222222,0,10.555555555555555,0,26.77777777777778
04,02,PDX,SEA,3,36.333333333333336,16,12.333333333333334,0,1
04,02,PHX,SEA,0.7692307692307693,8.5,0,17.75,0,5
04,02,SFO,SEA,21.85483870967742,9.96,0.08,18.92,0,35.16
04,02,SJC,SEA,5.774193548387097,6.571428571428571,0,8,0,23.571428571428573
04,03,ANC,SEA,-0.12195121951219512,23.5,0,6.333333333333333,0,7.833333333333333
04,03,DEN,SEA,0.9782608695652174,15.625,0,6,0,32.25
04,03,DFW,SEA,0.9,11.714285714285714,0,9.571428571428571,0,8.571428571428571
04,03,LAS,SEA,6.5,6.636363636363637,3.6363636363636362,11.090909090909092,0,27.454545454545453
04,03,LAX,SEA,-2.026315789473684,7.1,0,13.5,0,10.5
04,03,ORD,SEA,6.588235294117647,24.857142857142858,0,6.857142857142857,0,34.57142857142857
04,03,PDX,SEA,7.2272727272727275,0,0,0,0,70.33333333333333
04,03,PHX,SEA,3.7636363636363637,7.909090909090909,0,5.454545454545454,0,24.454545454545453
04,03,SFO,SEA,10.892307692307693,6.523809523809524,0,10.285714285714286,0,31.047619047619047
04,03,SJC,SEA,7.65625,2.3333333333333335,0,10,0,30.666666666666668
04,04,ANC,SEA,-4.7317073170731705,7,0,8.5,0,6.75
04,04,DEN,SEA,5.023255813953488,4,0,22.166666666666668,0,6.083333333333333
04,04,DFW,SEA,5.266666666666667,35.333333333333336,0,7.333333333333333,0,0
04,04,LAS,SEA,1.0625,1.875,0,16.875,0,22.5
04,04,LAX,SEA,-0.9861111111111112,5.6923076923076925,0,17.615384615384617,0,16.53846153846154
04,04,ORD,SEA,2.6129032258064515,82,0,5.333333333333333,0,0
04,04,PDX,SEA,-4.052631578947368,0,0,0,0,0
04,04,PHX,SEA,2.3962264150943398,4.666666666666667,0,15.555555555555555,0,11.444444444444445
04,04,SFO,SEA,-0.38095238095238093,0,1.75,29.833333333333332,0,2.3333333333333335
04,04,SJC,SEA,3.774193548387097,0.2222222222222222,0.6666666666666666,21.88888888888889,0,6
04,05,ANC,SEA,-4.476190476190476,21,0,13,0,0
04,05,DEN,SEA,8.478260869565217,18.4,0,6.5,0,24.4
04,05,DFW,SEA,6.266666666666667,7.222222222222222,0,9.555555555555555,0,8.666666666666666
04,05,LAS,SEA,1.163265306122449,3.909090909090909,0,20,0,19.181818181818183
04,05,LAX,SEA,-1.5333333333333334,7.571428571428571,0,18.5,0,13.785714285714286
04,05,ORD,SEA,7.909090909090909,26,0,4.333333333333333,0,4.666666666666667
04,05,PDX,SEA,5.090909090909091,0,0,10,0,21.4
04,05,PHX,SEA,4.584905660377358,1.4166666666666667,0,16.583333333333332,0,23.833333333333332
04,05,SFO,SEA,0.7777777777777778,5,0,18.76923076923077,0,15.153846153846153
04,05,SJC,SEA,-1.2903225806451613,0,0,29.2,0,17.4
04,06,ANC,SEA,-0.9534883720930233,12,0,20.4,0,20.8
04,06,DEN,SEA,3.74468085106383,5.777777777777778,1.5555555555555556,1.6666666666666667,0,48
04,06,DFW,SEA,0.03333333333333333,33.333333333333336,0,1.6666666666666667,0,12.333333333333334
04,06,LAS,SEA,-3.58,9.636363636363637,0,2.1818181818181817,0,18.90909090909091
04,06,LAX,SEA,21.926829268292682,34.473684210526315,34.21052631578947,6.894736842105263,0,57.26315789473684
04,06,ORD,SEA,6.285714285714286,13,0,1.5,0,21.375
04,06,PDX,SEA,8.782608695652174,23.5,0,0.5,0,42.25
04,06,PHX,SEA,-3.6,17,0,0,0,39.4
04,06,SFO,SEA,15.656716417910447,4.7894736842105265,0.21052631578947367,18.736842105263158,0,60.26315789473684
04,06,SJC,SEA,1.7352941176470589,23,0,0.25,0,57.5
04,07,ANC,SEA,14.30232558139535,30.166666666666668,0,15.666666666666666,0,6.5
04,07,DEN,SEA,-4.914893617021277,5.285714285714286,0.7142857142857143,6.142857142857143,0,12.285714285714286
04,07,DFW,SEA,4.033333333333333,36.833333333333336,0,1.5,0,11.333333333333334
04,07,LAS,SEA,0.24489795918367346,11.285714285714286,0,5.428571428571429,0,46.57142857142857
04,07,LAX,SEA,3.75,24.764705882352942,1.4705882352941178,6.764705882352941,0,40.64705882352941
04,07,ORD,SEA,22.514285714285716,9,0,8.833333333333334,0,48.583333333333336
04,07,PDX,SEA,25.956521739130434,2.9,0,10.3,0,59
04,07,PHX,SEA,-4.735849056603773,29.666666666666668,0,4,0,18.166666666666668
04,07,SFO,SEA,19.602941176470587,18.727272727272727,0,8.909090909090908,0,56.13636363636363
04,07,SJC,SEA,-4.25,16.333333333333332,0,10.666666666666666,0,6.666666666666667
04,08,ANC,SEA,0.5263157894736842,6.6,0,24.2,0,7.6
04,08,DEN,SEA,-7,34.333333333333336,0,24.666666666666668,0,26
04,08,DFW,SEA,-6.733333333333333,10,0,0.2,0,19.4
04,08,LAS,SEA,20.291666666666668,75.81818181818181,0,1.9090909090909092,0,35.63636363636363
04,08,LAX,SEA,4.884615384615385,82.11111111111111,0,5.444444444444445,0,15.11111111111111
04,08,ORD,SEA,-1.3714285714285714,29,0,0,0,4
04,08,PDX,SEA,-4.904761904761905,0,0,0,0,42
04,08,PHX,SEA,-8.192307692307692,17.666666666666668,0,0,0,9
04,08,SFO,SEA,13.109375,15.857142857142858,0,1,0,39.714285714285715
04,08,SJC,SEA,-0.3125,12.6,0,3.2,0.2,9.6
04,09,ANC,SEA,0.14634146341463414,3.375,0,15.5,0,5.625
04,09,DEN,SEA,3.9545454545454546,19.77777777777778,0,3.2222222222222223,0,39.22222222222222
04,09,DFW,SEA,6.068965517241379,7.25,4.625,7.875,0,25.125
04,09,LAS,SEA,16.395833333333332,13.5,3.2,11.7,0,73.8
04,09,LAX,SEA,-0.040540540540540536,26.6,0,3.9,0,27.2
04,09,ORD,SEA,51.54838709677419,14.818181818181818,16.272727272727273,6.090909090909091,0,126.36363636363636
04,09,PDX,SEA,-5.904761904761905,7.5,0,9,0,5.5
04,09,PHX,SEA,-1.8235294117647058,18.25,0,0.5,0,27.75
04,09,SFO,SEA,7.546875,42.76923076923077,0,2.6153846153846154,1.3076923076923077,16.076923076923077
04,09,SJC,SEA,8.064516129032258,11.333333333333334,0,3.5,2.6666666666666665,53.5
04,10,ANC,SEA,2.522727272727273,0.6666666666666666,0,15.555555555555555,0,8.88888888888889
04,10,DEN,SEA,3.2653061224489797,13.8,0,12,0,15.7
04,10,DFW,SEA,5.833333333333333,10.777777777777779,0,13.666666666666666,0,16.11111111111111
04,10,LAS,SEA,12.693877551020408,10.909090909090908,0,4.454545454545454,0,60.54545454545455
04,10,LAX,SEA,4.595238095238095,20.11111111111111,0,16.444444444444443,0,7.277777777777778
04,10,ORD,SEA,17.914285714285715,12.875,1.875,9.75,0,18.9375
04,10,PDX,SEA,-4.3478260869565215,0,0,0,0,0
04,10,PHX,SEA,2.490566037735849,6.818181818181818,0,12.363636363636363,0,12.272727272727273
04,10,SFO,SEA,10,4.3,0,8,0.9,26.85
04,10,SJC,SEA,15.25,22.9,0,11.9,0,17.7
04,11,ANC,SEA,-1.6744186046511629,23.666666666666668,0,19.333333333333332,0,0
04,11,DEN,SEA,-1.2272727272727273,5,0,16.8,0,23.2
04,11,DFW,SEA,11.666666666666666,20.818181818181817,0,2.4545454545454546,0,21.454545454545453
04,11,LAS,SEA,-3.9361702127659575,1.875,0,9.25,0,24.375
04,11,LAX,SEA,-3.5405405405405403,73.8,0,17,0,6
04,11,ORD,SEA,7.424242424242424,34,0,9.2,0,33.8
04,11,PDX,SEA,-6,8,0,14,0,0
04,11,PHX,SEA,-2.69811320754717,23.285714285714285,9.285714285714286,3.142857142857143,0,4.285714285714286
04,11,SFO,SEA,-1.7777777777777777,9.666666666666666,0,5.222222222222222,0,30.333333333333332
04,11,SJC,SEA,-2.34375,11.5,0,16.5,0,0
04,12,ANC,SEA,-0.7906976744186046,2.8,0,21.8,0,0
04,12,DEN,SEA,-1.34,8.285714285714286,0,23.428571428571427,0,4
04,12,DFW,SEA,3.966666666666667,19.333333333333332,0,3.3333333333333335,0,37.833333333333336
04,12,LAS,SEA,10.979591836734693,72.77777777777777,0,16.22222222222222,0,22.666666666666668
04,12,LAX,SEA,-8.075,32.142857142857146,0,10.428571428571429,0,20.857142857142858
04,12,ORD,SEA,5.176470588235294,42.285714285714285,0,6.285714285714286,0,3.4285714285714284
04,12,PDX,SEA,8.478260869565217,2.2857142857142856,0,10,0,23.428571428571427
04,12,PHX,SEA,-3.8653846153846154,6.5,21.5,12.5,0,0
04,12,SFO,SEA,5.861538461538461,2.4375,0,7.8125,0,41.8125
04,12,SJC,SEA,28.727272727272727,287.5,0,6,0,13.25
04,13,ANC,SEA,2.9761904761904763,9,0,17.5,0,21.5
04,13,DEN,SEA,5.9361702127659575,24.818181818181817,0,12.727272727272727,0,10.181818181818182
04,13,DFW,SEA,10.5,13.88888888888889,8.333333333333334,2.5555555555555554,0,30.77777777777778
04,13,LAS,SEA,-3.4,4.5,0,9.125,0,19.75
04,13,LAX,SEA,-3.4285714285714284,24.77777777777778,0,12.222222222222221,0,15.333333333333334
04,13,ORD,SEA,-0.14285714285714285,33.5,0,2.5,0,5.25
04,13,PDX,SEA,12.565217391304348,8.714285714285714,0,11.714285714285714,0,35.285714285714285
04,13,PHX,SEA,-4.849056603773585,12.4,0,18.4,0,13.8
04,13,SFO,SEA,5.942028985507246,1.9444444444444444,0,9.88888888888889,0,40.05555555555556
04,13,SJC,SEA,-5.6571428571428575,14.333333333333334,0,30,0,1.3333333333333333
04,14,ANC,SEA,-5.111111111111111,10,0,12.666666666666666,0,11.666666666666666
04,14,DEN,SEA,-4.9375,5,0,21.8,0,13.8
04,14,DFW,SEA,-5.533333333333333,11,0,2.6666666666666665,0,4.333333333333333
04,14,LAS,SEA,28.07547169811321,69,0,14.933333333333334,0,33.8
04,14,LAX,SEA,5.5813953488372094,10.133333333333333,1.3333333333333333,16.8,0,12
04,14,ORD,SEA,-6.194444444444445,6.666666666666667,0,0,0,48.666666666666664
04,14,PDX,SEA,-1.173913043478261,0,0,14.666666666666666,0,5.333333333333333
04,14,PHX,SEA,-2.9215686274509802,9.125,0,7.25,0,9.875
04,14,SFO,SEA,10.220588235294118,23.933333333333334,1,29.466666666666665,0,1.9333333333333333
04,14,SJC,SEA,3.342857142857143,3.2,1.4,24.4,0,1.2
04,15,ANC,SEA,-6.7560975609756095,44,0,2,0,0
04,15,DEN,SEA,-4.717391304347826,7.5,0,8,0,15.5
04,15,DFW,SEA,-6.666666666666667,13,0,8.666666666666666,0,6
04,15,LAS,SEA,11.461538461538462,13.9375,0,13.5,0,22.125
04,15,LAX,SEA,11.974683544303797,10.178571428571429,2.2857142857142856,9.035714285714286,0,21.642857142857142
04,15,ORD,SEA,-7.771428571428571,32.666666666666664,0,3,0,13.333333333333334
04,15,PDX,SEA,-4.714285714285714,0,0,23,0,0
04,15,PHX,SEA,7.568627450980392,2.2222222222222223,0,18.77777777777778,0,28.444444444444443
04,15,SFO,SEA,3.129032258064516,20.9,1.9,18.5,0,8.4
04,15,SJC,SEA,3.606060606060606,0,3.4285714285714284,14.285714285714286,0,9.571428571428571
04,16,ANC,SEA,-1.725,51,0,0,0,0
04,16,DEN,SEA,11.72972972972973,11.454545454545455,2.3636363636363638,24.727272727272727,0,11
04,16,DFW,SEA,-2.5,3.4,0,15,0,14.8
04,16,LAS,SEA,-5,3,0,5,0,22
04,16,LAX,SEA,-8.027027027027026,38.333333333333336,0,1.3333333333333333,0,3.6666666666666665
04,16,ORD,SEA,-7.419354838709677,1,0,23.333333333333332,0,1.6666666666666667
04,16,PDX,SEA,0.65,0,0,12.333333333333334,0,33.666666666666664
04,16,PHX,SEA,-6.14,8.666666666666666,0,7.666666666666667,0,3.3333333333333335
04,16,SFO,SEA,-3.8095238095238093,30,0,0.8571428571428571,0,14.285714285714286
04,16,SJC,SEA,-8.030303030303031,26,0,0,0,0
04,17,ANC,SEA,-2.227272727272727,0,0,13.5,0,18
04,17,DEN,SEA,11.354166666666666,2.3636363636363638,3.272727272727273,17.90909090909091,0,33.81818181818182
04,17,DFW,SEA,20.607142857142858,6.3,4.5,8.6,0,55.1
04,17,LAS,SEA,-5.471698113207547,3.8,0,5.6,0,41.8
04,17,LAX,SEA,-9.156626506024097,45.75,0,3.75,0,6.75
04,17,ORD,SEA,-5.111111111111111,35.75,0,2.25,3.75,10.75
04,17,PDX,SEA,-6.3478260869565215,0,0,17,0,0
04,17,PHX,SEA,-1.5098039215686274,25.428571428571427,0,1.2857142857142858,0,12.571428571428571
04,17,SFO,SEA,2.373134328358209,6.125,0,0.375,0,36.0625
04,17,SJC,SEA,-8.272727272727273,8.333333333333334,0,2.6666666666666665,0,12
04,18,ANC,SEA,-2.116279069767442,5,1.75,11.5,0,1.5
04,18,DEN,SEA,-3.8260869565217392,6.25,0,18.75,0,23.75
04,18,DFW,SEA,1.7,12.222222222222221,9.555555555555555,1.2222222222222223,0,17.555555555555557
04,18,LAS,SEA,-7.196078431372549,8.285714285714286,0,0.14285714285714285,0,35.42857142857143
04,18,LAX,SEA,-12.027027027027026,21.666666666666668,0,0.3333333333333333,0,28.333333333333332
04,18,ORD,SEA,-4.242424242424242,8.428571428571429,0,13.285714285714286,0,12.571428571428571
04,18,PDX,SEA,4.2272727272727275,10.833333333333334,0,8.166666666666666,0,14
04,18,PHX,SEA,1.6470588235294117,13.25,0,0,0,91.5
04,18,SFO,SEA,-3.5238095238095237,6.666666666666667,0,2.111111111111111,0,40.111111111111114
04,18,SJC,SEA,0.030303030303030304,7.333333333333333,0,1.8333333333333333,0,34.166666666666664
04,19,ANC,SEA,-0.9534883720930233,0,0,18,0,0
04,19,DEN,SEA,-7.88,1,0,5,0,16
04,19,DFW,SEA,-4.7,15,0,18.5,0,0
04,19,LAS,SEA,-6.372549019607843,30,0,7,0,52.6
04,19,LAX,SEA,-9.1125,25.166666666666668,0,0.6666666666666666,0,24.5
04,19,ORD,SEA,-3.5714285714285716,7.571428571428571,0,0.7142857142857143,0,29.428571428571427
04,19,PDX,SEA,0.9565217391304348,0,0,8,0,39.333333333333336
04,19,PHX,SEA,8.019607843137255,134.25,0,7.5,0,65.5
04,19,SFO,SEA,-11.246153846153845,14,0,0,0,19
04,19,SJC,SEA,-6.323529411764706,0,0,0,0,51
04,20,ANC,SEA,2.5952380952380953,1.9,0.9,23,0,1.8
04,20,DEN,SEA,3.4347826086956523,24.666666666666668,0,2.6666666666666665,0,64.66666666666667
04,20,DFW,SEA,-2,0,0,12.666666666666666,0,23.333333333333332
04,20,LAS,SEA,1.0961538461538463,22.77777777777778,0,10.222222222222221,0,7.666666666666667
04,20,LAX,SEA,5.607142857142857,15.333333333333334,0.8888888888888888,13.5,0,31.5
04,20,ORD,SEA,-5.228571428571429,24.4,0,0.4,0,23.8
04,20,PDX,SEA,-3.869565217391304,0,0,10,0,9
04,20,PHX,SEA,-0.49019607843137253,7.222222222222222,0,11.777777777777779,0,27.22222222222222
04,20,SFO,SEA,2.971014492753623,15.916666666666666,0.5,4.75,0.9166666666666666,23
04,20,SJC,SEA,-3.5142857142857142,2.6666666666666665,0,12.333333333333334,0,14
04,21,ANC,SEA,5.690476190476191,31,0,10.666666666666666,0,2.3333333333333335
04,21,DEN,SEA,0.723404255319149,5.875,0,16.625,0,27.625
04,21,DFW,SEA,8.3,8.375,2,23.75,0,15.625
04,21,LAS,SEA,-2.5660377358490565,37.857142857142854,0,6.714285714285714,0,18.714285714285715
04,21,LAX,SEA,-5.8023255813953485,6.5,0,2,0,30
04,21,ORD,SEA,-3.5277777777777777,0,0,0,0,145.5
04,21,PDX,SEA,11,71,0,5,0,7
04,21,PHX,SEA,-8.372549019607844,7.666666666666667,0,0,0,18.666666666666668
04,21,SFO,SEA,2.1492537313432836,19.75,0,1.1666666666666667,0,41.666666666666664
04,21,SJC,SEA,-8.457142857142857,42.333333333333336,0,0,0,6
04,22,ANC,SEA,1,7,0,14.25,0,4.75
04,22,DEN,SEA,-5.23404255319149,0.5,0,15.166666666666666,0,25
04,22,DFW,SEA,-5.666666666666667,8,0,6,0,12.5
04,22,LAS,SEA,-6.346153846153846,14.75,0,5.5,0,69.5
04,22,LAX,SEA,-4.2025316455696204,20.75,0,16.25,0,9.75
04,22,ORD,SEA,-8.735294117647058,5,0,0,0,44
04,22,PDX,SEA,-2.0952380952380953,0,0,12,0,42
04,22,PHX,SEA,-9.5,10.333333333333334,0,20.666666666666668,0,0
04,22,SFO,SEA,21.885245901639344,10.2,0,3.6,0.05,69.45
04,22,SJC,SEA,-2.0606060606060606,1.6,0,17.8,0,19
04,23,ANC,SEA,5.560975609756097,15.714285714285714,0,18,0,7.285714285714286
04,23,DEN,SEA,0.021739130434782608,12,0,0,0,133.5
04,23,DFW,SEA,0.03333333333333333,17,0,3.4,0,26.6
04,23,LAS,SEA,4.673076923076923,3.6666666666666665,0,6.5,0,35.916666666666664
04,23,LAX,SEA,5.947368421052632,21,0,8.733333333333333,0,18.666666666666668
04,23,ORD,SEA,1.96875,10.285714285714286,0,9,0,20.142857142857142
04,23,PDX,SEA,-0.4090909090909091,0,0,8.5,0,19.5
04,23,PHX,SEA,-3.22,16,0,8.625,0,8.5
04,23,SFO,SEA,8.767857142857142,4.545454545454546,0,3.8181818181818183,0,60
04,23,SJC,SEA,2.125,2.75,0,7.75,3.25,7.25
04,24,ANC,SEA,3.8636363636363638,1.6,0,26.4,0,28.2
04,24,DEN,SEA,0.14,14.333333333333334,0,14.666666666666666,0,4.555555555555555
04,24,DFW,SEA,10.142857142857142,13.625,13,7.5,0,12.125
04,24,LAS,SEA,1.8148148148148149,4,0,9.444444444444445,0,27.88888888888889
04,24,LAX,SEA,9.678571428571429,11.666666666666666,0,12.708333333333334,0,20.625
04,24,ORD,SEA,-2.75,1.2857142857142858,0,17.571428571428573,0,10.857142857142858
04,24,PDX,SEA,7.565217391304348,8.714285714285714,0,5,0,13.857142857142858
04,24,PHX,SEA,9.807692307692308,57.44444444444444,0,8.222222222222221,0,6.888888888888889
04,24,SFO,SEA,17.203125,4.53125,0.53125,13.5625,0,21.0625
04,24,SJC,SEA,18.545454545454547,21.5,0,12.333333333333334,0,19.083333333333332
04,25,ANC,SEA,-3.8863636363636362,23,0,8.333333333333334,0,0
04,25,DEN,SEA,-5.895833333333333,11,0,8.2,0,3.8
04,25,DFW,SEA,1.5666666666666667,35.8,0,19,0,0
04,25,LAS,SEA,1.7058823529411764,2.375,0,15,0,3.375
04,25,LAX,SEA,16.68918918918919,1.393939393939394,0.696969696969697,18.757575757575758,0,14
04,25,ORD,SEA,-3.3333333333333335,6.5,7.333333333333333,7,0,22.833333333333332
04,25,PDX,SEA,5.681818181818182,6.142857142857143,0,17.142857142857142,0,9.142857142857142
04,25,PHX,SEA,1.8846153846153846,5,0,19.8,0,15
04,25,SFO,SEA,13.609375,9.347826086956522,1.1304347826086956,15.26086956521739,0,7.478260869565218
04,25,SJC,SEA,9.970588235294118,5.888888888888889,0,12.555555555555555,0,12.222222222222221
04,26,ANC,SEA,-6.043478260869565,4.5,0,14,0,0
04,26,DEN,SEA,2.0392156862745097,32.714285714285715,0,2.4285714285714284,0,9.714285714285714
04,26,DFW,SEA,17.724137931034484,3,25.25,42,0,8.5
04,26,LAS,SEA,2.2941176470588234,15.444444444444445,0,14.777777777777779,0,3.2222222222222223
04,26,LAX,SEA,6.641025641025641,6.368421052631579,0,15.052631578947368,0,18
04,26,ORD,SEA,-6.6571428571428575,34.333333333333336,0,3.6666666666666665,0,10.333333333333334
04,26,PDX,SEA,29.772727272727273,0.6666666666666666,0,9.666666666666666,0,117.16666666666667
04,26,PHX,SEA,8.571428571428571,6.454545454545454,0.9090909090909091,15.272727272727273,0,7.181818181818182
04,26,SFO,SEA,23.848484848484848,10.73076923076923,0,6.076923076923077,0,47.53846153846154
04,26,SJC,SEA,5.382352941176471,19.4,0,7.4,0,18.8
04,27,ANC,SEA,-2.2444444444444445,12,0,12,0,0
04,27,DEN,SEA,8.73469387755102,113.33333333333333,0,9.5,0,23.5
04,27,DFW,SEA,5.933333333333334,14.555555555555555,0,9.444444444444445,0,8.222222222222221
04,27,LAS,SEA,6.173076923076923,19.22222222222222,5.555555555555555,27.22222222222222,0,18.22222222222222
04,27,LAX,SEA,9.28048780487805,6.458333333333333,0,15.75,0,29
04,27,ORD,SEA,-12.085714285714285,43.333333333333336,0,6,0,3.6666666666666665
04,27,PDX,SEA,7.130434782608695,5.857142857142857,0,15,0,19.285714285714285
04,27,PHX,SEA,3.9,15.166666666666666,0,16.416666666666668,0,7.25
04,27,SFO,SEA,5.183098591549296,3.5294117647058822,0,12.117647058823529,0,24.176470588235293
04,27,SJC,SEA,-1.1944444444444444,9.6,0,11,1,21.8
04,28,ANC,SEA,-3.382978723404255,0,0,19.5,0,3
04,28,DEN,SEA,-2.0816326530612246,15.444444444444445,0,24,0,8.88888888888889
04,28,DFW,SEA,-2.8,18,0,10.333333333333334,0,0.3333333333333333
04,28,LAS,SEA,29.433962264150942,45.21739130434783,0,14.956521739130435,0,14.565217391304348
04,28,LAX,SEA,8.524390243902438,6.666666666666667,2.2916666666666665,19.958333333333332,0,16.333333333333332
04,28,ORD,SEA,-17.166666666666668,0,0,0,0,15
04,28,PDX,SEA,3.739130434782609,0.4,0,6.2,0,22.4
04,28,PHX,SEA,2.2549019607843137,7.214285714285714,0,16.714285714285715,0,11.5
04,28,SFO,SEA,13.571428571428571,6.7,2.25,9.5,0,38
04,28,SJC,SEA,8.805555555555555,0.7142857142857143,0,18.857142857142858,0,47.57142857142857
04,29,ANC,SEA,-7.488888888888889,12.333333333333334,0,9,0,0
04,29,DEN,SEA,9.541666666666666,3,4.214285714285714,23.785714285714285,0,17
04,29,DFW,SEA,18.51851851851852,10.666666666666666,0.16666666666666666,0,0,116.83333333333333
04,29,LAS,SEA,2.6346153846153846,32.9,0,4.5,0,5.4
04,29,LAX,SEA,4.602564102564102,6,0.4090909090909091,20.181818181818183,0,5
04,29,ORD,SEA,-1.5294117647058822,31,0,0.6,0,26.2
04,29,PDX,SEA,1.3333333333333333,7.75,0,10,0,11.5
04,29,PHX,SEA,-1.0204081632653061,10,0,14,0,9.666666666666666
04,29,SFO,SEA,19.546875,8.08695652173913,0,14.434782608695652,0,43.91304347826087
04,29,SJC,SEA,0.2647058823529412,8.25,0,20,0,2.75
04,30,ANC,SEA,-3.382978723404255,3.2,0,3.6,0,48
04,30,DEN,SEA,3.1777777777777776,13.11111111111111,0,6.777777777777778,0,10.11111111111111
04,30,DFW,SEA,19.166666666666668,14.571428571428571,0,4,0,98.85714285714286
04,30,LAS,SEA,4.884615384615385,23.22222222222222,0,1.8888888888888888,0,41.333333333333336
04,30,LAX,SEA,8.945205479452055,16.25,0,9.45,0,19.7
04,30,ORD,SEA,-1.28125,12.2,0,0.2,0,20.2
04,30,PDX,SEA,1.1428571428571428,65.5,0,0.5,0,14.5
04,30,PHX,SEA,0.8085106382978723,59.6,0,1.8,0,9.2
04,30,SFO,SEA,14.446153846153846,17.46153846153846,0,1.5384615384615385,0,61.53846153846154
04,30,SJC,SEA,11.484848484848484,27,0,4.25,0,25.125
05,01,ANC,SEA,2.0408163265306123,14.75,0,10.375,0,13.625
05,01,DEN,SEA,5.288461538461538,7.230769230769231,3,11.692307692307692,0,18.923076923076923
05,01,DFW,SEA,3.4,53.8,0,11.4,0,5.8
05,01,LAS,SEA,-5.433962264150943,3.25,0,7.75,0,12
05,01,LAX,SEA,1.3372093023255813,25.76923076923077,0,7.3076923076923075,0,18.076923076923077
05,01,ORD,SEA,-5.222222222222222,4.333333333333333,0,0,0,58.333333333333336
05,01,PDX,SEA,-1.1304347826086956,0,0,12.5,0,11
05,01,PHX,SEA,-7.32,1.3333333333333333,0,8.333333333333334,0,31.333333333333332
05,01,SFO,SEA,10.338028169014084,4.5,0,7.5,0,90.16666666666667
05,01,SJC,SEA,-0.1111111111111111,2.5,0,0,0,48.5
